Year,Org_Type,ONS_Code,Org_Code,Org_Name,Classification,Metric_Primary,Value
2014/15,LocalAuthority,E09000006,720,London Borough of Bromley                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,50
2014/15,LocalAuthority,E09000007,702,London Borough of Camden                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,35
2014/15,LocalAuthority,E09000008,721,London Borough of Croydon                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,47
2014/15,LocalAuthority,E09000009,722,London Borough of Ealing                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,57
2014/15,LocalAuthority,E09000010,723,London Borough of Enfield                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,29
2014/15,LocalAuthority,E09000011,703,London Borough of Greenwich                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Female,46
2014/15,LocalAuthority,E09000012,704,London Borough of Hackney                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,43
2014/15,LocalAuthority,E09000013,705,London Borough of Hammersmith and Fulham                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,26
2014/15,LocalAuthority,E09000014,724,London Borough of Haringey                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E09000015,725,London Borough of Harrow                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,28
2014/15,LocalAuthority,E09000016,726,London Borough of Havering                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,19
2014/15,LocalAuthority,E09000017,727,London Borough of Hillingdon                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Female,33
2014/15,LocalAuthority,E09000018,728,London Borough of Hounslow                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,36
2014/15,LocalAuthority,E09000019,706,London Borough of Islington                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E09000022,708,London Borough of Lambeth Council                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,44
2014/15,LocalAuthority,E09000023,709,London Borough of Lewisham Council                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Female,58
2014/15,LocalAuthority,E09000024,730,London Borough of Merton Council                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Female,16
2014/15,LocalAuthority,E09000025,731,London Borough of Newham Council                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E09000026,732,London Borough of Redbridge Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,15
2014/15,LocalAuthority,E09000027,733,London Borough of Richmond upon Thames Council                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Female,9
2014/15,LocalAuthority,E09000028,710,London Borough of Southwark Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,46
2014/15,LocalAuthority,E09000029,734,London Borough of Sutton Council                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Female,22
2014/15,LocalAuthority,E09000030,711,London Borough of Tower Hamlets Council                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,25
2014/15,LocalAuthority,E09000031,735,London Borough of Waltham Forest Council                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E09000032,712,London Borough of Wandsworth                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Female,26
2014/15,LocalAuthority,E09000020,707,Royal Borough of Kensington and Chelsea                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,17
2014/15,LocalAuthority,E09000021,729,Royal Borough of Kingston-upon-Thames Council                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E09000033,713,Westminster City Council                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,35
2014/15,Region,E12000008,J,South East,FCE_PrimarySecondary_Obesity_Bariatric,Female,714
2014/15,LocalAuthority,E06000036,614,Bracknell Forest Borough Council (Unitary)                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000043,816,Brighton & Hove City Council (Unitary),FCE_PrimarySecondary_Obesity_Bariatric,Female,19
2014/15,LocalAuthority,E10000002,612,Buckinghamshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000011,815,East Sussex County Council                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,57
2014/15,LocalAuthority,E10000014,812,Hampshire County Council                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,96
2014/15,LocalAuthority,E06000046,803,Isle of Wight Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000016,820,Kent County Council                                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,132
2014/15,LocalAuthority,E06000035,821,Medway Council (Unitary)                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,29
2014/15,LocalAuthority,E06000042,613,Milton Keynes Council (Unitary)                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000025,608,Oxfordshire County Council                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,49
2014/15,LocalAuthority,E06000044,813,Portsmouth City Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,55
2014/15,LocalAuthority,E06000038,616,Reading Borough Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000040,618,Royal Borough of Windsor & Maidenhead (Unitary)                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
